WKT,fid
"SRID=3857;POLYGON ((-169754.13054998592 746588.3016941673, -169747.90778379934 746572.0272410517, -169768.57982548108 746564.1142429358, -169773.6671205455 746577.4184586537, -169766.59830723883 746580.1196619829, -169768.06775223432 746583.9416461877, -169759.98590486456 746587.0351584055, -169759.66304343424 746586.1944971988, -169754.13054998592 746588.3016941673))",19850
"SRID=3857;POLYGON ((-169634.75150900648 746621.3438232904, -169627.79402032847 746602.1775453835, -169639.62726726293 746597.8960185079, -169642.421395197 746605.5961345672, -169643.86851520094 746605.0693603506, -169646.61819337553 746612.6460997434, -169644.48080063963 746613.4307172465, -169645.88347087777 746617.2975592255, -169634.75150900648 746621.3438232904))",19851
"SRID=3857;POLYGON ((-170512.6392759812 747026.2341215725, -170514.52058204415 747007.4376359402, -170530.53941460862 747009.04044851, -170528.42434685797 747030.1683268023, -170515.834152546 747028.9129695566, -170516.0568017907 747026.5703887512, -170512.6392759812 747026.2341215725))",19853
"SRID=3857;POLYGON ((-170530.2277657268 747033.9342978996, -170533.54507935065 747010.721683129, -170541.3485150496 747011.8313846883, -170538.03120141942 747035.0550878815, -170530.2277657268 747033.9342978996))",19854
"SRID=3857;POLYGON ((-170448.31887136895 747078.1626294334, -170451.5137479274 747055.8018530462, -170459.5621578626 747056.9563105354, -170456.36728130415 747079.3170873884, -170448.31887136895 747078.1626294334))",19855
"SRID=3857;POLYGON ((-170462.07797423765 747038.0590148148, -170462.93513380078 747032.0624506692, -170467.77745462264 747032.7574634076, -170466.93150761435 747038.7427380781, -170462.07797423765 747038.0590148148))",19856
"SRID=3857;POLYGON ((-170451.26877369118 747050.4330666139, -170454.41920049017 747028.3301467363, -170462.73470943584 747029.518169883, -170459.57327030564 747051.6211910399, -170451.26877369118 747050.4330666139))",19857
"SRID=3857;POLYGON ((-170480.6682854915 747050.4891111716, -170483.60717548252 747029.899292875, -170492.07855892184 747031.1097943556, -170489.1285564941 747051.6996131014, -170480.6682854915 747050.4891111716))",19858
"SRID=3857;POLYGON ((-170498.74662361044 747174.5549633722, -170500.28274324516 747163.8060781466, -170503.5110572382 747164.265624297, -170504.95817724217 747154.110754023, -170516.98073610486 747155.8256602149, -170513.9861837995 747176.7294164603, -170498.74662361044 747174.5549633722))",19859
"SRID=3857;POLYGON ((-170628.80111540432 747020.9101938148, -170632.4078530302 747013.2323968076, -170640.87933658768 747017.2225448268, -170637.27259895543 747024.900342394, -170628.80111540432 747020.9101938148))",19860
"SRID=3857;POLYGON ((-170624.1702312786 747078.8799194717, -170625.81777565382 747061.1931183173, -170636.11480284177 747062.1457751549, -170634.46725847287 747079.8438661706, -170624.1702312786 747078.8799194717))",19861
"SRID=3857;POLYGON ((-170666.79444771569 747144.1129316145, -170667.75181945812 747138.2060675939, -170689.2475832747 747141.7143012309, -170688.29031163774 747147.6211656241, -170666.79444771569 747144.1129316145))",19862
"SRID=3857;POLYGON ((-170658.72381290075 747134.8659681139, -170660.14870802494 747122.5366522778, -170676.94681295846 747124.4757360071, -170675.52191783427 747136.8162410518, -170658.72381290075 747134.8659681139))",19863
"SRID=3857;POLYGON ((-170657.69966640093 747113.9958949557, -170658.77947520875 747097.9117968213, -170671.41421939834 747098.7636546538, -170670.33441059053 747114.8477530387, -170657.69966640093 747113.9958949557))",19864
"SRID=3857;POLYGON ((-170707.51513320373 747109.2434927801, -170716.6211270733 747086.400780677, -170729.18909650552 747091.4109255344, -170720.08310264227 747114.2536397363, -170707.51513320373 747109.2434927801))",19865
"SRID=3857;POLYGON ((-170731.48226362956 747037.6218472215, -170733.60844382324 747032.7014188681, -170737.79402945325 747034.5171207861, -170740.4879452017 747028.2964796944, -170753.6793125093 747034.001531185, -170745.54190294334 747052.8204034474, -170732.35053563572 747047.1153499942, -170735.66784925957 747039.4263605506, -170731.48226362956 747037.6218472215))",19866
"SRID=3857;POLYGON ((-170669.8892122003 746995.4335278753, -170665.7258514564 746993.2030375014, -170664.64604264224 746995.22053862, -170657.45479227017 746991.3648586775, -170658.5346010843 746989.3473576946, -170653.46953089963 746986.6236558903, -170659.13567396186 746976.0429410305, -170675.56646770556 746984.8528113116, -170669.8892122003 746995.4335278753))",19867
"SRID=3857;POLYGON ((-170597.82093409795 747189.237966588, -170599.02317997115 747168.7826637714, -170608.56325978157 747169.343009738, -170607.3721263451 747189.7872247873, -170597.82093409795 747189.237966588))",19873
"SRID=3857;POLYGON ((-170527.0217767253 747150.4904302767, -170527.94571103947 747143.8887530135, -170536.11655804006 747145.0432123555, -170536.38365705055 747143.1601725499, -170544.48772929373 747144.3034431097, -170544.22063028955 747146.1976717286, -170545.64552541377 747146.3993719985, -170544.71037854475 747152.9899616017, -170527.0217767253 747150.4904302767))",19874
"SRID=3857;POLYGON ((-170635.73637920892 747089.2477653996, -170636.41543939864 747079.8214886565, -170643.42849027918 747080.3258899292, -170642.74943009575 747089.75206596, -170635.73637920892 747089.2477653996))",19875
"SRID=3857;POLYGON ((-170621.40954077913 747106.7103971698, -170622.90121065438 747086.030946846, -170633.92184790334 747086.8267598986, -170633.62131145826 747091.0410916759, -170635.70294178065 747091.1980367048, -170635.2910807132 747097.0487502445, -170632.79748921792 747096.8694276777, -170632.38562815048 747102.4400195809, -170634.87921964578 747102.619342166, -170634.52292078087 747107.6631555996, -170621.40954077913 747106.7103971698))",19876
"SRID=3857;POLYGON ((-170609.22009508524 747077.4004835789, -170609.7766180978 747072.8834516509, -170611.51326221562 747073.0964412086, -170612.55963359517 747064.5220245416, -170610.83420202587 747064.3090350173, -170611.6133742831 747057.9986789185, -170621.10900433405 747059.1644260096, -170618.71562502437 747078.5661302779, -170609.22009508524 747077.4004835789))",19877
"SRID=3857;POLYGON ((-170593.11216277815 747025.236609571, -170594.49250803108 747021.2351714262, -170601.6614334116 747023.6898410572, -170600.2810881587 747027.7024681311, -170593.11216277815 747025.236609571))",19878
"SRID=3857;POLYGON ((-170599.13450459347 747046.5549044741, -170602.71901733964 747025.9427101725, -170617.3018423432 747028.4869907862, -170613.71732959704 747049.0879972988, -170599.13450459347 747046.5549044741))",19879
"SRID=3857;POLYGON ((-170640.38948821436 747059.1083814431, -170644.19665021152 747038.9556267037, -170654.77198895847 747040.9507520178, -170650.9648269676 747061.1034066867, -170640.38948821436 747059.1083814431))",19880
"SRID=3857;POLYGON ((-170437.10902230357 747292.6133154924, -170437.32045899972 747288.1412225886, -170442.80850268854 747288.3989681834, -170442.5970659924 747292.8823507056, -170437.10902230357 747292.6133154924))",19881
"SRID=3857;POLYGON ((-170435.7731268165 747285.182137923, -170437.2536842487 747275.116957173, -170444.60080912072 747276.1929969082, -170443.12025168215 747286.2693666522, -170435.7731268165 747285.182137923))",19882
"SRID=3857;POLYGON ((-170425.7655236243 747274.466898142, -170426.09949749763 747272.169162805, -170419.5427574377 747271.2052127102, -170421.5910504373 747257.3403806087, -170443.932861374 747260.6356315988, -170441.9291182457 747274.2203414065, -170437.00881012427 747273.5029480066, -170436.63028637329 747276.0697185363, -170425.7655236243 747274.466898142))",19883
"SRID=3857;POLYGON ((-170452.56011930696 747268.6945879897, -170455.02027337402 747251.0300022459, -170467.9778789939 747252.8346234155, -170467.54369293494 747255.984218215, -170474.36763211715 747256.9368784453, -170472.3415639973 747271.4518702318, -170452.56011930696 747268.6945879897))",19884
"SRID=3857;POLYGON ((-170392.5144000673 747234.699408056, -170395.0524413221 747214.8491898079, -170416.28110612818 747217.5617141942, -170413.7430648734 747237.4118326211, -170392.5144000673 747234.699408056))",19885
"SRID=3857;POLYGON ((-170452.86065575204 747241.5252752873, -170454.3968754986 747230.7091433727, -170476.8723360492 747233.9147816437, -170475.32500385962 747244.7309141923, -170452.86065575204 747241.5252752873))",19886
"SRID=3857;POLYGON ((-170421.2793014437 747238.1627919188, -170422.59287194556 747226.8085908765, -170445.88094218797 747229.4986374748, -170444.5673716861 747240.8528390756, -170421.2793014437 747238.1627919188))",19887
"SRID=3857;POLYGON ((-170494.683374934 747208.4828724278, -170495.39587255198 747200.5248255408, -170507.19578217002 747201.5896750233, -170506.30518517227 747211.5876087375, -170497.5331651824 747210.8029826568, -170497.71126455578 747208.7518064338, -170494.683374934 747208.4828724278))",19888
"SRID=3857;POLYGON ((-170568.88894566675 747290.9096946082, -170569.38990647678 747280.8893687965, -170574.2545522902 747281.1247367605, -170574.66651346945 747272.8640777945, -170580.65541785647 747273.1666793033, -170580.7556300358 747271.081934356, -170587.9135430914 747271.4293918395, -170586.84484672028 747292.8823507056, -170573.27495566802 747292.1986242654, -170573.31950553932 747291.1338738122, -170568.88894566675 747290.9096946082))",19890
"SRID=3857;POLYGON ((-170592.96740072125 747294.9335300903, -170594.53695779055 747271.7208045473, -170604.91197228438 747272.4269083244, -170603.34241521507 747295.6396341671, -170592.96740072125 747294.9335300903))",19891
"SRID=3857;POLYGON ((-170481.369570561 747226.6629350419, -170483.09510223576 747212.4394683342, -170495.0062363643 747213.8853415293, -170494.43850080323 747218.6152744265, -170492.53496986057 747218.3910955136, -170491.38838630173 747227.8846296612, -170481.369570561 747226.6629350419))",19892
"SRID=3857;POLYGON ((-170502.06393723426 747276.2266640963, -170504.59086604603 747255.3901033793, -170525.6302189239 747257.9456842622, -170523.11440254885 747278.7821451533, -170502.06393723426 747276.2266640963))",19893
"SRID=3857;POLYGON ((-170477.4957339246 747268.3918857061, -170478.1635815595 747253.4398262196, -170502.1195995423 747254.5046767322, -170501.1955651163 747275.2178579423, -170488.38272155332 747274.646221291, -170488.63880823262 747268.8962887177, -170477.4957339246 747268.3918857061))",19894
"SRID=3857;POLYGON ((-170487.1582508004 747296.9061863327, -170487.77043612095 747290.0690225862, -170499.38113392255 747291.1113954118, -170498.75773604715 747297.9485592888, -170487.1582508004 747296.9061863327))",19895
"SRID=3857;POLYGON ((-170790.8489226858 747514.6082411034, -170792.01783124256 747505.0922794874, -170797.5280998111 747505.7647189485, -170796.35929136619 747515.2919703247, -170790.8489226858 747514.6082411034))",19896
"SRID=3857;POLYGON ((-170765.10069838265 747482.2493012347, -170748.45846794278 747480.2094044654, -170748.30259344913 747481.4871497488, -170741.89061544614 747480.6913309529, -170743.15963607037 747470.345990087, -170749.6272763877 747471.1417079322, -170750.71829775037 747462.1973924878, -170767.31597831895 747464.2372885786, -170765.10069838265 747482.2493012347))",19897
"SRID=3857;POLYGON ((-170824.1445961204 747509.5420124455, -170824.47856999378 747506.975230956, -170822.4525018739 747506.7062954834, -170824.12237124066 747494.1191492456, -170841.9000728027 747496.4841277631, -170840.14120380513 747509.7101475237, -170832.51576737408 747508.701337062, -170832.25978080663 747510.6180567939, -170824.1445961204 747509.5420124455))",19914
"SRID=3857;POLYGON ((-170591.03043235032 746823.8782587835, -170592.96740072125 746803.9497678956, -170603.92126321918 746805.0146096653, -170603.21987803787 746812.187978655, -170601.55010878292 746812.019845721, -170600.3033130384 746824.7861566693, -170591.03043235032 746823.8782587835))",19916
"SRID=3857;POLYGON ((-170567.88712416482 746805.2948311843, -170568.09866097278 746799.1863047542, -170578.03948940762 746799.5449479437, -170577.81684015662 746805.6422857158, -170567.88712416482 746805.2948311843))",19917
"SRID=3857;POLYGON ((-170573.987453286 746821.9728526172, -170574.5217514125 746807.088148153, -170578.27325109535 746807.2226141662, -170578.34002584638 746805.3060198884, -170584.2288181596 746805.5190084045, -170583.6388577188 746822.309118547, -170573.987453286 746821.9728526172))",19918
"SRID=3857;POLYGON ((-175245.92173266728 747003.088844109, -175245.877182796 747000.7462644093, -175241.30196098462 747000.8246863979, -175241.09052428845 746989.08951271, -175263.53244729264 746988.6860125255, -175263.7439841006 747000.3203866575, -175255.84033622238 747000.4660418894, -175255.88478598185 747002.9095218439, -175245.92173266728 747003.088844109))",19919
"SRID=3857;POLYGON ((-175305.16595465818 746974.8772965098, -175313.22547703638 746955.2290737239, -175325.97154584833 746960.4520948881, -175317.9120234701 746980.1004203553, -175305.16595465818 746974.8772965098))",19920
"SRID=3857;POLYGON ((-175320.89546333873 746976.0317522915, -175326.94003003376 746961.3824733049, -175333.24078352624 746963.9827953851, -175327.19611671305 746978.6321758671, -175320.89546333873 746976.0317522915))",19921
"SRID=3857;POLYGON ((-175337.47091902123 746970.3378955777, -175340.33182171267 746959.7571838674, -175362.18378427604 746965.6640286195, -175359.32288159092 746976.2447414722, -175337.47091902123 746970.3378955777))",19923
"SRID=3857;POLYGON ((-175315.90828034809 746944.5698422284, -175320.85091346744 746934.80742459, -175340.23160952702 746944.6146979451, -175335.28907651952 746954.3884068609, -175315.90828034809 746944.5698422284))",19924
"SRID=3857;POLYGON ((-175287.22126615947 746851.2265850203, -175290.1267187222 746829.7065663242, -175315.29609502756 746833.1026915085, -175312.3906424648 746854.6227115402, -175287.22126615947 746851.2265850203))",19925
"SRID=3857;POLYGON ((-175173.8090047991 746768.273649539, -175185.74246392556 746767.0631538796, -175188.002193615 746789.4798565462, -175176.06873449488 746790.6903527012, -175173.8090047991 746768.273649539))",19926
"SRID=3857;POLYGON ((-175339.4078873985 746762.8488470572, -175337.37070684193 746750.4972376762, -175331.39281477977 746751.4835559756, -175330.26855621248 746744.6689385715, -175343.43759852854 746742.4945026556, -175347.76794620915 746768.6547707112, -175338.67316490074 746770.1566764418, -175337.5153687807 746763.1626344403, -175339.4078873985 746762.8488470572))",19927
"SRID=3857;POLYGON ((-174926.69086402957 746905.4863135744, -174914.61264285253 746896.5756567948, -174926.90230072572 746879.9199900555, -174939.2142835968 746888.9987772927, -174937.0435535318 746891.9353622904, -174940.26065497636 746894.3227930064, -174934.36075022008 746902.3143615142, -174932.14547029012 746900.6666963907, -174930.0749524108 746903.4688157582, -174928.83926910302 746902.5609165669, -174926.69086402957 746905.4863135744))",19928
